meeting_id,meeting_type,date,duration_minutes,num_participants,transcript,transcript_length,num_utterances,avg_sentiment,sentiment_std,agenda_clear,on_time_start,stayed_on_topic,avg_speaking_time,participation_balance,questions_asked,action_items,decisions_made,usefulness_rating,action_completion_rate,effectiveness_score
MTG00757,All-Hands,2025-05-31,74,59,We're making great progress on this. The deadline for this is next Friday. I appreciate everyone's input today. The deadline for this is next Friday. I think we've reached a good decision here. Let me share my screen to show the data. I don't think we have enough information to decide. This doesn't align with our objectives. I think we've reached a good decision here. We have three items on the agenda today. The project timeline is on track. We should schedule a follow-up meeting. I'll send out ...,1330,33,0.575,0.202,1,1,0.715,1.25,0.899,18,3,1,4.0,0.564,78.9
MTG00758,Planning,2025-08-16,49,10,This is exactly what we need. Well done. This is exactly what we need. Well done. Here are the key metrics from last week. Here are the key metrics from last week. I think we've reached a good decision here. I'll take the action item to follow up. I'll send out the meeting notes later. The deadline for this is next Friday. We have three items on the agenda today. I appreciate everyone's input today. Let's move to the next topic. Here are the key metrics from last week. We have three items on the...,911,23,0.489,0.227,1,1,0.406,4.9,0.886,5,3,4,3.7,0.576,69.2
MTG00759,All-Hands,2025-09-16,80,83,I disagree with this direction completely. Can everyone see the presentation? Can everyone see the presentation? I'll send out the meeting notes later. We have three items on the agenda today. We should schedule a follow-up meeting. We should have resolved this weeks ago. We should schedule a follow-up meeting. I'll take the action item to follow up. The deadline for this is next Friday. This seems like a waste of time honestly. We're going in circles on this topic. I'll take the action item to ...,1432,36,0.469,0.197,1,1,0.625,0.96,0.901,24,6,2,4.2,0.767,78.5
MTG00760,Review,2025-05-21,69,9,We're making great progress on this. I disagree with this direction completely. We should have resolved this weeks ago. We have three items on the agenda today. I'll take the action item to follow up. We should schedule a follow-up meeting. Let's move to the next topic. The deadline for this is next Friday. Here are the key metrics from last week. That's a really innovative approach. I disagree with this direction completely. I'll take the action item to follow up. The deadline for this is next ...,1454,37,0.472,0.186,0,1,0.756,7.67,0.907,0,3,3,3.2,0.427,57.9
MTG00761,Decision-Making,2025-05-21,52,4,This solution addresses our concerns perfectly. This doesn't align with our objectives. Excellent point. I hadn't considered that. The project timeline is on track. I appreciate everyone's input today. Great idea! Let's explore that further. Let me share my screen to show the data. Excellent point. I hadn't considered that. Let me share my screen to show the data. I'm excited about this direction. Let's move forward. Can everyone see the presentation? Excellent point. I hadn't considered that. I...,1249,30,0.594,0.196,1,1,0.749,13.0,0.902,0,1,4,4.2,0.72,76.1
MTG00762,Decision-Making,2025-05-22,67,5,I agree with this approach. It makes sense. I'm excited about this direction. Let's move forward. Excellent point. I hadn't considered that. We should schedule a follow-up meeting. We're going in circles on this topic. I disagree with this direction completely. I'll take the action item to follow up. Great idea! Let's explore that further. I think we've reached a good decision here. I'll take the action item to follow up. Great idea! Let's explore that further. Here are the key metrics from last...,1115,27,0.56,0.191,1,0,0.597,13.4,0.904,2,2,4,4.0,0.451,63.7
MTG00763,Review,2025-09-28,36,11,We're making great progress on this. I'll send out the meeting notes later. We should schedule a follow-up meeting. The deadline for this is next Friday. I'm not sure this is the right approach. We have three items on the agenda today. I think we've reached a good decision here. We have three items on the agenda today. We have three items on the agenda today. I agree with this approach. It makes sense. I appreciate everyone's input today. I appreciate everyone's input today. We have three items ...,729,18,0.526,0.213,1,0,0.907,3.27,0.894,4,2,2,4.2,0.656,70.6
MTG00764,Planning,2025-07-16,36,4,Let's move to the next topic. The project timeline is on track. We're making great progress on this. I'll take the action item to follow up. I'll take the action item to follow up. I think we've reached a good decision here. I'll take the action item to follow up. Great idea! Let's explore that further. I'm excited about this direction. Let's move forward. This meeting could have been an email. Excellent point. I hadn't considered that. I'll send out the meeting notes later. I'll send out the me...,743,19,0.528,0.251,1,1,0.884,9.0,0.875,2,3,0,4.2,0.744,81.8
MTG00765,Brainstorming,2025-06-27,54,5,This doesn't align with our objectives. We're going in circles on this topic. The deadline for this is next Friday. I agree with this approach. It makes sense. We've discussed this several times already. I'm excited about this direction. Let's move forward. Great idea! Let's explore that further. I disagree with this direction completely. I appreciate everyone's input today. The project timeline is on track. This is exactly what we need. Well done. I don't think we have enough information to dec...,993,24,0.589,0.243,1,1,0.839,10.8,0.878,1,4,4,4.0,0.718,83.9
MTG00766,Decision-Making,2025-08-10,29,4,We have three items on the agenda today. Let me share my screen to show the data. I'll take the action item to follow up. This meeting could have been an email. Here are the key metrics from last week. Let's move to the next topic. This doesn't align with our objectives. This meeting could have been an email. We should schedule a follow-up meeting. Let me share my screen to show the data. I agree with this approach. It makes sense. I'll take the action item to follow up. We should schedule a fol...,802,20,0.458,0.151,1,0,0.575,7.25,0.925,1,1,2,3.7,0.517,59.4
MTG00767,Decision-Making,2025-06-22,39,4,I appreciate everyone's input today. Can everyone see the presentation? This is exactly what we need. Well done. I'm concerned about the timeline here. Great idea! Let's explore that further. I'm excited about this direction. Let's move forward. I agree with this approach. It makes sense. This is exactly what we need. Well done. I'm not sure this is the right approach. The deadline for this is next Friday. We should schedule a follow-up meeting. Great idea! Let's explore that further. I apprecia...,947,23,0.561,0.213,1,1,0.822,9.75,0.893,1,1,2,4.2,0.725,77.2
MTG00768,Standup,2025-06-07,9,7,Great idea! Let's explore that further. We're making great progress on this. We have three items on the agenda today. I'll send out the meeting notes later. I'll send out the meeting notes later. This meeting could have been an email. Great idea! Let's explore that further. I appreciate everyone's input today. Excellent point. I hadn't considered that. This is exactly what we need. Well done. The deadline for this is next Friday. Can everyone see the presentation? The project timeline is on trac...,660,17,0.502,0.21,1,1,0.607,1.29,0.895,2,10,3,4.5,0.619,78.6
MTG00769,Standup,2025-05-16,6,3,Let me share my screen to show the data. I'll take the action item to follow up. We're going in circles on this topic. Let me share my screen to show the data. I'm concerned about the timeline here. I'm not sure this is the right approach. I agree with this approach. It makes sense. Great idea! Let's explore that further. This meeting could have been an email. Let's move to the next topic. I'll send out the meeting notes later. We should schedule a follow-up meeting. Here are the key metrics fro...,693,17,0.457,0.161,1,1,0.659,2.0,0.92,0,2,3,3.7,0.567,73.4
MTG00770,Retrospective,2025-08-05,111,6,Here are the key metrics from last week. This solution addresses our concerns perfectly. Let's move to the next topic. Can everyone see the presentation? I'll send out the meeting notes later. This is exactly what we need. Well done. I'll take the action item to follow up. Can everyone see the presentation? We should have resolved this weeks ago. We have three items on the agenda today. This doesn't align with our objectives. I'm excited about this direction. Let's move forward. We're making gre...,1976,49,0.576,0.214,1,0,0.707,18.5,0.893,0,2,4,3.7,0.6,66.6
